map_index,species,avibaseID,clements_scientific_name,clements_common_name,sort v2023,new_number_of_square,old_number_of_square,diff_number_of_square
378,Mirafra cordofanica,avibase-67F96AAB,Mirafra cordofanica,Kordofan Lark,22138,0,2,-2
384,Eremopterix leucotis,avibase-9164F314,Eremopterix leucotis,Chestnut-backed Sparrow-Lark,22012,21,23,-2
254,Onychoprion anaethetus,avibase-E6518B9D,Onychoprion anaethetus,Bridled Tern,6615,1,3,-2
184,Charadrius forbesi,avibase-4EBB9A28,Charadrius forbesi,Forbes's Plover,5811,2,5,-3
531,Muscicapa aquatica,avibase-77F0C62C,Muscicapa aquatica,Swamp Flycatcher,28338,8,11,-3
217,Himantopus himantopus,avibase-3CAEB7CE,Himantopus himantopus,Black-winged Stilt,5734,19,22,-3
556,Cinnyris chloropygius,avibase-D2B15B3F,Cinnyris chloropygius,Olive-bellied Sunbird,29831,1,4,-3
322,Apus caffer,avibase-FA9F6019,Apus caffer,White-rumped Swift,4129,2,5,-3
547,Salpornis salvadori,avibase-A51A5F84,Salpornis salvadori,African Spotted Creeper,26602,0,3,-3
190,Limosa limosa,avibase-454B5CD5,Limosa limosa,Black-tailed Godwit,6009,11,14,-3
183,Charadrius pecuarius,avibase-0F0DCC2F,Anarhynchus pecuarius,Kittlitz's Plover,5904,12,15,-3
426,Onychognathus neumanni,avibase-DB82ABEA,Onychognathus neumanni,Neumann's Starling,27448,1,4,-3
552,Cyanomitra olivacea,avibase-EE79A5EF,Cyanomitra olivacea,Olive Sunbird,29728,2,5,-3
398,Pseudhirundo griseopyga,avibase-97E7A30B,Pseudhirundo griseopyga,Gray-rumped Swallow,23608,1,4,-3
256,Chlidonias hybrida,avibase-7AB4E42B,Chlidonias hybrida,Whiskered Tern,6659,10,13,-3
140,Pternistis bicalcaratus,avibase-D8267ADE,Pternistis bicalcaratus,Double-spurred Spurfowl,1759,25,28,-3
48,Ephippiorhynchus senegalensis,avibase-3D155653,Ephippiorhynchus senegalensis,Saddle-billed Stork,7132,8,11,-3
528,Sylvietta brachyura,avibase-7542C6F1,Sylvietta brachyura,Northern Crombec,22452,19,22,-3
333,Halcyon malimbica,avibase-0D8BDD35,Halcyon malimbica,Blue-breasted Kingfisher,9817,13,16,-3
270,Streptopelia vinacea,avibase-DDEF7228,Streptopelia vinacea,Vinaceous Dove,2078,26,29,-3
338,Merops viridissimus,avibase-0AAA530E,Merops viridissimus,African Green Bee-eater,10080,19,22,-3
336,Merops apiaster,avibase-66AA3934,Merops apiaster,European Bee-eater,10106,14,17,-3
381,Alaemon alaudipes,avibase-3E4513D9,Alaemon alaudipes,Greater Hoopoe-Lark,21930,1,4,-3
145,Numida meleagris,avibase-1044B438,Numida meleagris,Helmeted Guineafowl,930,18,21,-3
353,Tockus kempi,avibase-1ADEF52B,Tockus kempi,Western Red-billed Hornbill,9472,26,29,-3
438,Corvus albus,avibase-34D538E1,Corvus albus,Pied Crow,21227,24,27,-3
418,Corvinella corvina,avibase-E44FAD6F,Lanius corvinus,Yellow-billed Shrike,20732,22,25,-3
404,Motacilla cinerea,avibase-AE073221,Motacilla cinerea,Gray Wagtail,31160,0,3,-3
405,Motacilla aguimp,avibase-CE7D41A6,Motacilla aguimp,African Pied Wagtail,31199,20,23,-3
405,Motacilla alba,avibase-400E032C,Motacilla alba,White Wagtail,31202,20,23,-3
406,Anthus campestris,avibase-250CDA58,Anthus campestris,Tawny Pipit,31294,13,16,-3
376,Dendropicos goertae,avibase-E5DF48FC,Dendropicos goertae,African Gray Woodpecker,11083,24,27,-3
606,Amadina fasciata,avibase-CDDA63E0,Amadina fasciata,Cut-throat,30825,22,25,-3
492,Melocichla mentalis,avibase-1478AA79,Melocichla mentalis,Moustached Grass-Warbler,22483,4,7,-3
352,Lophoceros nasutus,avibase-0CCD664D,Lophoceros nasutus,African Gray Hornbill,9454,26,29,-3
292,Chrysococcyx caprius,avibase-0482FA7E,Chrysococcyx caprius,Dideric Cuckoo,3291,15,18,-3
32,Bubulcus ibis,avibase-AB1CB216,Bubulcus ibis,Western Cattle Egret,7487,23,26,-3
138,Sagittarius serpentarius,avibase-DCBCCEB8,Sagittarius serpentarius,Secretarybird,7638,0,3,-3
393,Hirundo leucosoma,avibase-29D93FC2,Hirundo leucosoma,Pied-winged Swallow,23767,6,9,-3
519,Prinia subflava,avibase-63F72CA7,Prinia subflava,Tawny-flanked Prinia,22868,24,27,-3
293,Chrysococcyx cupreus,avibase-1B309CB5,Chrysococcyx cupreus,African Emerald Cuckoo,3295,1,4,-3
110,Buteo buteo,avibase-3C0C325D,Buteo buteo,Common Buzzard,8341,2,5,-3
111,Lophaetus occipitalis,avibase-14B9664A,Lophaetus occipitalis,Long-crested Eagle,7849,12,15,-3
158,Balearica pavonina,avibase-31413BFF,Balearica pavonina,Black Crowned-Crane,5664,12,15,-3
513,Cisticola rufus,avibase-81851E47,Cisticola rufus,Rufous Cisticola,23110,5,8,-3
285,Clamator glandarius,avibase-3D67C56A,Clamator glandarius,Great Spotted Cuckoo,3197,12,15,-3
317,Caprimulgus longipennis,avibase-D36F4D98,Caprimulgus longipennis,Standard-winged Nightjar,3643,13,17,-4
80,Thalassornis leuconotus,avibase-2EEDACD5,Thalassornis leuconotus,White-backed Duck,251,0,4,-4
567,Crithagra mozambica,avibase-169B483C,Crithagra mozambica,Yellow-fronted Canary,31846,20,24,-4
276,Turtur abyssinicus,avibase-72B71F11,Turtur abyssinicus,Black-billed Wood-Dove,2171,23,27,-4
407,Anthus leucophrys,avibase-ECC3F122,Anthus leucophrys,Plain-backed Pipit,31295,10,14,-4
324,Cypsiurus parvus,avibase-DA106373,Cypsiurus parvus,African Palm Swift,4154,24,28,-4
580,Anaplectes rubriceps,avibase-4D19099B,Anaplectes rubriceps,Red-headed Weaver,30239,3,7,-4
615,Lagonosticta senegala,avibase-B4A4E4BF,Lagonosticta senegala,Red-billed Firefinch,30893,26,30,-4
290,Cuculus canorus,avibase-B3D2C3C5,Cuculus canorus,Common Cuckoo,3421,15,19,-4
290,Cuculus gularis,avibase-66931B3F,Cuculus gularis,African Cuckoo,3417,15,19,-4
621,Lonchura fringilloides,avibase-64E386FE,Spermestes fringilloides,Magpie Mannikin,30536,1,5,-4
464,Pentholaea albifrons,avibase-CC3B0B59,Oenanthe albifrons,White-fronted Black-Chat,29311,6,10,-4
160,Neotis denhami,avibase-4FDBC0CB,Neotis denhami,Denham's Bustard,2927,3,7,-4
602,Pyrenestes sanguineus,avibase-E617A8C3,Pyrenestes sanguineus,Crimson Seedcracker,30864,0,4,-4
77,Aythya ferina,avibase-A96692E0,Aythya ferina,Common Pochard,631,3,7,-4
1,Struthio camelus,avibase-2247CB05,Struthio camelus,Common Ostrich,2,0,4,-4
350,Phoeniculus purpureus,avibase-28CACA8F,Phoeniculus purpureus,Green Woodhoopoe,9407,23,27,-4
18,Pelecanus rufescens,avibase-8D24E93C,Pelecanus rufescens,Pink-backed Pelican,7299,14,18,-4
439,Corvus ruficollis,avibase-F2024545,Corvus ruficollis,Brown-necked Raven,21228,2,6,-4
510,Cisticola natalensis,avibase-FB740D14,Cisticola natalensis,Croaking Cisticola,23079,1,5,-4
446,Atimastillas flavicollis,avibase-C73137EA,Atimastillas flavicollis,Yellow-throated Greenbul,23907,8,12,-4
395,Cecropis senegalensis,avibase-9185D29D,Cecropis senegalensis,Mosque Swallow,23844,17,21,-4
121,Aviceda cuculoides,avibase-648936C0,Aviceda cuculoides,African Cuckoo-Hawk,7706,0,4,-4
544,Parus guineensis,avibase-5C70AA7D,Melaniparus guineensis,White-shouldered Black-Tit,21840,9,13,-4
345,Coracias abyssinicus,avibase-E7C7EE3A,Coracias abyssinicus,Abyssinian Roller,10119,26,30,-4
85,Gyps africanus,avibase-0419DDC2,Gyps africanus,White-backed Vulture,7744,22,26,-4
388,Riparia paludicola,avibase-D2854489,Riparia paludicola,Plain Martin,23622,2,6,-4
523,Camaroptera brachyura,avibase-DC456636,Camaroptera brachyura,Green-backed Camaroptera,22606,24,28,-4
118,Haliaeetus vocifer,avibase-A19B0CF4,Icthyophaga vocifer,African Fish-Eagle,8194,19,23,-4
108,Buteo rufinus,avibase-CC65921F,Buteo rufinus,Long-legged Buzzard,8364,1,5,-4
523,Camaroptera chloronota,avibase-65393B92,Camaroptera chloronota,Olive-green Camaroptera,22628,24,28,-4
351,Rhinopomastus aterrimus,avibase-9C69D0FD,Rhinopomastus aterrimus,Black Scimitarbill,9431,20,24,-4
300,Ptilopsis leucotis,avibase-E561A180,Ptilopsis leucotis,Northern White-faced Owl,8685,15,19,-4
348,Eurystomus glaucurus,avibase-4F01F416,Eurystomus glaucurus,Broad-billed Roller,10137,17,21,-4
505,Phylloscopus sibilatrix,avibase-572C4C7F,Phylloscopus sibilatrix,Wood Warbler,24372,0,4,-4
468,Cercotrichas podobe,avibase-6D92499B,Cercotrichas podobe,Black Scrub-Robin,28465,13,17,-4
413,Dryoscopus gambensis,avibase-7DE7F0ED,Dryoscopus gambensis,Northern Puffback,19665,12,16,-4
365,Indicator indicator,avibase-862749B0,Indicator indicator,Greater Honeyguide,10780,17,21,-4
467,Phoenicurus phoenicurus,avibase-06DD9D95,Phoenicurus phoenicurus,Common Redstart,29109,22,26,-4
223,Rhinoptilus chalcopterus,avibase-F5145338,Rhinoptilus chalcopterus,Bronze-winged Courser,6269,11,15,-4
539,Batis senegalensis,avibase-66B40819,Batis senegalensis,Senegal Batis,19505,17,21,-4
214,Calidris pugnax,avibase-2DABF98F,Calidris pugnax,Ruff,6141,13,17,-4
428,Lamprotornis purpureus,avibase-6A0BA87A,Lamprotornis purpureus,Purple Starling,27524,22,26,-4
177,Vanellus senegallus,avibase-074251A3,Vanellus senegallus,Wattled Lapwing,5843,19,23,-4
280,Poicephalus senegalus,avibase-D7F9C6B5,Poicephalus senegalus,Senegal Parrot,12546,24,28,-4
469,Erythropygia galactotes,avibase-B68BD0D2,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,28468,13,17,-4
543,Terpsiphone viridis,avibase-75AAC17B,Terpsiphone viridis,African Paradise-Flycatcher,20392,15,20,-5
136,Falco tinnunculus,avibase-2DAB45B8,Falco tinnunculus,Eurasian Kestrel,11757,21,26,-5
273,Oena capensis,avibase-DDC2CC92,Oena capensis,Namaqua Dove,2178,25,30,-5
279,Poicephalus fuscicollis,avibase-0EB10DB3,Poicephalus fuscicollis,Brown-necked Parrot,12522,4,9,-5
379,Mirafra rufocinnamomea,avibase-C49FA9A8,Mirafra rufocinnamomea,Flappet Lark,22122,3,8,-5
612,Uraeginthus bengalus,avibase-EAE77D96,Uraeginthus bengalus,Red-cheeked Cordonbleu,30847,24,29,-5
272,Spilopelia senegalensis,avibase-B2D6AB06,Spilopelia senegalensis,Laughing Dove,2091,26,31,-5
417,Malaconotus blanchoti,avibase-641068BB,Malaconotus blanchoti,Gray-headed Bushshrike,19814,12,17,-5
440,Coracina pectoralis,avibase-6E682612,Coracina pectoralis,White-breasted Cuckooshrike,18315,1,6,-5
537,Hyliota flavigaster,avibase-0F82D614,Hyliota flavigaster,Yellow-bellied Hyliota,21505,7,12,-5
592,Passer griseus,avibase-E10D0809,Passer griseus,Northern Gray-headed Sparrow,31070,24,29,-5
303,Bubo lacteus,avibase-EBD3129B,Ketupa lactea,Verreaux's Eagle-Owl,8759,16,21,-5
455,Oenanthe oenanthe,avibase-DF526047,Oenanthe oenanthe,Northern Wheatear,29281,21,26,-5
102,Accipiter erythropus,avibase-AFD19C47,Accipiter erythropus,Red-thighed Sparrowhawk,8062,2,7,-5
397,Cecropis abyssinica,avibase-5ACC908D,Cecropis abyssinica,Lesser Striped Swallow,23833,1,6,-5
456,Oenanthe hispanica,avibase-CBB94183,Oenanthe hispanica,Western Black-eared Wheatear,29301,8,13,-5
297,Centropus senegalensis,avibase-4A83155B,Centropus senegalensis,Senegal Coucal,3098,24,29,-5
589,Bubalornis albirostris,avibase-864D4A4F,Bubalornis albirostris,White-billed Buffalo-Weaver,30190,22,27,-5
124,Macheiramphus alcinus,avibase-DAE4C523,Macheiramphus alcinus,Bat Hawk,7806,0,5,-5
81,Torgos tracheliotus,avibase-672EA454,Torgos tracheliotos,Lappet-faced Vulture,7739,15,20,-5
481,Turdoides plebejus,avibase-6EBDD2D5,Turdoides plebejus,Brown Babbler,26213,20,26,-6
383,Eremopterix nigriceps,avibase-8C357822,Eremopterix nigriceps,Black-crowned Sparrow-Lark,22018,10,16,-6
436,Buphagus africanus,avibase-5D970425,Buphagus africanus,Yellow-billed Oxpecker,27227,23,29,-6
243,Rynchops flavirostris,avibase-907B1140,Rynchops flavirostris,African Skimmer,6565,5,11,-6
425,Dicrurus adsimilis,avibase-11FE7313,Dicrurus adsimilis,Fork-tailed Drongo,20032,23,29,-6
323,Apus affinis,avibase-D209A90C,Apus affinis,Little Swift,4112,20,26,-6
432,Lamprotornis caudatus,avibase-56713D11,Lamprotornis caudatus,Long-tailed Glossy Starling,27492,25,31,-6
541,Elminia longicauda,avibase-56209052,Elminia longicauda,African Blue Flycatcher,21522,6,12,-6
144,Ptilopachus petrosus,avibase-57B05159,Ptilopachus petrosus,Stone Partridge,958,16,22,-6
123,Chelictinia riocourii,avibase-22832FF4,Chelictinia riocourii,Scissor-tailed Kite,7661,11,17,-6
411,Prionops plumatus,avibase-3996ECD0,Prionops plumatus,White Helmetshrike,19526,15,21,-6
375,Dendropicos obsoletus,avibase-9FF4EDB5,Dendropicos obsoletus,Brown-backed Woodpecker,11078,8,14,-6
343,Merops hirundineus,avibase-910E6D86,Merops hirundineus,Swallow-tailed Bee-eater,10072,7,13,-6
596,Sporopipes frontalis,avibase-C90890A3,Sporopipes frontalis,Speckle-fronted Weaver,30197,11,17,-6
423,Oriolus auratus,avibase-D4866EAE,Oriolus auratus,African Golden Oriole,19256,16,22,-6
210,Calidris minuta,avibase-9936FF4A,Calidris minuta,Little Stint,6181,13,19,-6
89,Circus macrourus,avibase-22647E26,Circus macrourus,Pallid Harrier,7952,13,19,-6
173,Vanellus tectus,avibase-D531B5D3,Vanellus tectus,Black-headed Lapwing,5831,23,29,-6
281,Psittacula krameri,avibase-6B1CFC3C,Psittacula krameri,Rose-ringed Parakeet,12111,23,29,-6
152,Gallinula angulata,avibase-A927C1AE,Paragallinula angulata,Lesser Moorhen,5432,4,10,-6
262,Pterocles quadricinctus,avibase-461482EA,Pterocles quadricinctus,Four-banded Sandgrouse,2904,15,21,-6
159,Ardeotis arabs,avibase-6A394479,Ardeotis arabs,Arabian Bustard,2912,1,7,-6
79,Aythya fuligula,avibase-67CEA1C1,Aythya fuligula,Tufted Duck,648,1,7,-6
476,Turdus pelios,avibase-40A2405D,Turdus pelios,African Thrush,28176,14,21,-7
562,Emberiza hortulana,avibase-47210561,Emberiza hortulana,Ortolan Bunting,32220,2,9,-7
162,Eupodotis senegalensis,avibase-3B287014,Eupodotis senegalensis,White-bellied Bustard,2933,7,14,-7
608,Pytilia phoenicoptera,avibase-C7891867,Pytilia phoenicoptera,Red-winged Pytilia,30878,4,11,-7
93,Terathopius ecaudatus,avibase-6CBD8724,Terathopius ecaudatus,Bateleur,7796,12,19,-7
299,Otus scops,avibase-2C7AA154,Otus scops,Eurasian Scops-Owl,8546,13,20,-7
139,Campocolinus albogularis,avibase-0EA1D390,Campocolinus albogularis,White-throated Francolin,1608,6,13,-7
598,Vidua chalybeata,avibase-BA01A793,Vidua chalybeata,Village Indigobird,30938,22,29,-7
421,Lanius senator,avibase-7E70D490,Lanius senator,Woodchat Shrike,20762,21,29,-8
564,Emberiza affinis,avibase-BB11EE7F,Emberiza affinis,Brown-rumped Bunting,32163,7,15,-8
613,Lagonosticta larvata,avibase-88C74BEE,Lagonosticta larvata,Black-faced Firefinch,30920,3,11,-8
339,Merops nubicus,avibase-2125426A,Merops nubicus,Northern Carmine Bee-eater,10112,12,20,-8
267,Streptopelia turtur,avibase-5788552B,Streptopelia turtur,European Turtle-Dove,2035,18,26,-8
163,Lissotis melanogaster,avibase-562F4456,Lissotis melanogaster,Black-bellied Bustard,2957,9,17,-8
349,Upupa epops,avibase-FA2F9125,Upupa epops,Eurasian Hoopoe,9394,21,29,-8
278,Treron waalia,avibase-46C90944,Treron waalia,Bruce's Green-Pigeon,2539,18,26,-8
82,Trigonoceps occipitalis,avibase-93D7EC56,Trigonoceps occipitalis,White-headed Vulture,7737,8,17,-9
359,Lybius vieilloti,avibase-7DE8EBBA,Lybius vieilloti,Vieillot's Barbet,10436,19,28,-9
607,Pytilia melba,avibase-01A3BE3C,Pytilia melba,Green-winged Pytilia,30867,9,18,-9
334,Halcyon chelicuti,avibase-AB51824B,Halcyon chelicuti,Striped Kingfisher,9827,15,24,-9
46,Ciconia abdimii,avibase-26CD0319,Ciconia abdimii,Abdim's Stork,7116,2,12,-10
357,Bucorvus abyssinicus,avibase-948ED65C,Bucorvus abyssinicus,Abyssinian Ground-Hornbill,9444,15,26,-11
369,Campethera punctuligera,avibase-390F1E35,Campethera punctuligera,Fine-spotted Woodpecker,11491,15,28,-13
494,Iduna pallida,avibase-A7275096,Iduna opaca,Western Olivaceous Warbler,23226,7,24,-17
